BMW,528i,Turbo ‐ (F10 / F11 ‐ Sedã) ‐ gasolina ‐ automático,12 ‐‐ 13,FAP9285,WOE233,,,,AKX1570‐2,,E
BMW,528i,Turbo ‐ (F10 / F11 ‐ Sedã) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9285,WOE221,TFW221,,,AKX1570‐2,,E
BMW,530E M,530e M ‐ (Sport / Híbrido) ‐ automático,2020 ‐‐>,FAP2421,WOE237,,,,,AKX1594/CF,
BMW,530i,(E34 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 94,FAP4813,WEO0517/1,,FCI1105A,,AKX35102,,D
BMW,530i,(E34 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,94 ‐‐ 96,FAP4813,WOE240,,FCI1732,,AKX35102,,D
BMW,530i,V8 24V ‐ (E34 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,00 ‐‐ 03,FAP4830,WOE220,TFW220,FCI1733,,AKX1465,AKX1465/C,A
BMW,530i,V8 24V ‐ (E34 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,88 ‐‐ 91,FAP4818,WEO0517,,FCI1105A,,AKX35102,,A
BMW,530i,V8 24V ‐ (E60 / E61 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,03 ‐‐ 05,FAP9041,WOE220,TFW220,,,AKX1550,AKX1550/C,B
BMW,530i,V8 24V ‐ (E60 / E61 ‐ Sedã / Touring / Top) ‐ gasolina ‐ automático / mecânico,2005 ‐‐>,FAP9041,WOE221,TFW221,,,AKX1550,AKX1550/C,B
BMW,535iA,(F10 / F11 ‐ Sedã / Touring / TopTurbo) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1570‐2,,E
BMW,540i,(E34 ‐ Motorsport / Sedã / Protection / Touring) ‐ gasolina ‐ automático / mecânico,94 ‐‐ 96,FAP4813,WOE240,,FCI1732,,AKX35102,,A
BMW,540i,Série 5 ‐ (E34 ‐ Motorsport / Sedã / Protection / Touring) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 94,FAP4813,WEO0517/1,,FCI1105A,,AKX35102,,A
BMW,540i,Série 5 ‐ (E34 ‐ Motorsport / Sedã / Protection / Touring) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 98,FAP4813,WOE240,,FCI1732,,AKX1465,AKX1465/C,A
BMW,540i,Série 5 ‐ (E34 ‐ Motorsport / Sedã / Protection / Touring) ‐ gasolina ‐ automático / mecânico,98 ‐‐ 04,FAP4813,WOE240,,FCI1733,,AKX1465,AKX1465/C,A
BMW,545i,Série 5 ‐ (E60 / E61 ‐ Sport / Sedã) ‐ gasolina ‐ automático,03 ‐‐ 05,FAP9043,WOE214,,,,AKX1550,AKX1550/C,B
BMW,550i,Série 5 ‐ (E60 / E61 ‐ Sedã) ‐ gasolina ‐ automático / mecânico,06 ‐‐ 09,FAP9043,WOE241,,,,AKX1550,AKX1550/C,B
BMW,730i,(E32) ‐ gasolina ‐ automático,92 ‐‐ 94,FAP4813,WEO0517/1,,FCI1105A,,AKX35102,,E
BMW,735i,(E32 ‐ Sedã) ‐ gasolina ‐ mecânico,87 ‐‐ 92,FAP4818,WEO0517,,FCI1105A,,AKX1511,,A
BMW,735i,(E38) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 98,FAP4813,WOE240,,FCI1732,,,AKX1510/C,A
BMW,735i,(E38) ‐ gasolina ‐ automático / mecânico,98 ‐‐ 01,FAP4813,WOE240,,FCI1733,,,AKX1510/C,A
BMW,740i,(E32 ‐ Protection / Sedã) ‐ gasolina ‐ automático,92 ‐‐ 94,FAP4813,WEO0517/1,,FCI1731,,AKX35102,,A
BMW,740i,(E32 ‐ Protection / Sedã) ‐ gasolina ‐ automático,94 ‐‐ 95,FAP4813,WEO0517/1,,FCI1732,,,AKX1510/C,A
BMW,740i,(E32 ‐ Protection / Sedã) ‐ gasolina ‐ automático,95 ‐‐ 98,FAP4813,WOE240,,FCI1732,,,AKX1510/C,A
BMW,740i,(E32 ‐ Protection / Sedã) ‐ gasolina ‐ automático,98 ‐‐ 01,FAP4813,WOE240,,FCI1733,,,AKX1510/C,A
BMW,745i,(E65 / E66 ‐ Sedã) ‐ gasolina ‐ automático,01 ‐‐ 05,FAP9044,WOE214,,,,,AKX1520/C,B
BMW,745LE M,745Le M ‐ (Sport / Sedan / Híbrido) ‐ automático,2020 ‐‐>,FAP2419,WOE259,,,,,AKX1595/CF‐2,
BMW,750Ci,(E65 / E66 ‐ Sedã) ‐ gasolina ‐ automático,05 ‐‐ 09,FAP9045,WOE241,,,,,AKX1520/C,B
BMW,750Ci,(F01 / F02 ‐ Active Hybrid 7) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9282‐2,WOE251,,,,AKX1570‐2,,E
BMW,750i,(E32 ‐ Highline / Sedã) ‐ gasolina ‐ automático,87 ‐‐ 90,FAP4817,WOE524,,FCI1731,,AKX35102,,E
BMW,750i,(E32 ‐ Highline / Sedã) ‐ gasolina ‐ automático,90 ‐‐ 94,FAP4817,WEO0517/1,,FCI1731,,AKX35102,,E
BMW,750i,(E38 ‐ Highline / Sedã) ‐ gasolina ‐ automático,1995,FAP4820,WEO0517/1,,FCI1732,,,AKX1510/C,A
BMW,750i,(E38 ‐ Highline / Sedã) ‐ gasolina ‐ automático,95 ‐‐ 98,FAP4820,WOE240,,FCI1732,,,AKX1510/C,A
BMW,760Ci,(F01 / F02 ‐ Sedã) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4829,WOE251,,,,AKX1570‐2,,E
BMW,760i,(E65 / E66 ‐ Sedã) ‐ gasolina ‐ automático,05 ‐‐ 08,FAP9045,WOE241,,,,,AKX1520/C,B
BMW,830Ci,(E31) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 95,FAP4813,WEO0517/1,,FCI1732,,,,
BMW,830Ci,(E31) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 99,FAP4813,WOE240,,FCI1732,,,,
BMW,830Ci,840Ci ‐ (E31 ‐ Coupé) ‐ gasolina ‐ mecânico,93 ‐‐ 94,FAP4813,WEO0517/1,,FCI1731,,,,
BMW,830Ci,840Ci ‐ (E31 ‐ Coupé) ‐ gasolina ‐ mecânico,94 ‐‐ 95,FAP4813,WEO0517/1,,FCI1732,,,,
BMW,830Ci,840Ci ‐ (E31 ‐ Coupé) ‐ gasolina ‐ mecânico,95 ‐‐ 99,FAP4813,WOE240,,FCI1732,,,,
BMW,830Ci,850Ci ‐ (E31 ‐ Coupé) ‐ gasolina ‐ automático,95 ‐‐ 99,FAP4817,WOE240,,FCI1731,,,,
BMW,850Csi,(E31 ‐ Coupé) ‐ gasolina ‐ automático,93 ‐‐ 95,FAP4817,WEO0517/1,,FCI1731,,,,
BMW,850i,(E31 ‐ Coupé) ‐ gasolina ‐ mecânico,90 ‐‐ 95,FAP4817,WEO0517/1,,FCI1731,,,,
BMW,M1 125i,(F20 / F21 ‐ Coupé) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9066,WOE224,,,,AKX1541F,AKX1541/CF,F
BMW,M1 135i,(F20 / F21 ‐ Coupé) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9068,WOE221,TFW221,,,AKX1541F,AKX1541/CF,F
BMW,M2,(Coupé) ‐ gasolina ‐ automático,2016 ‐‐>,FAP2422‐2,WOE236,,,,,,
BMW,M2 235i,(F20 / F21 ‐ Coupé) ‐ gasolina ‐ automático,2014 ‐‐>,FAP9068,,,,,,,
BMW,M3,(E36 ‐ Cabrio / Evolution) ‐ gasolina ‐ automático / mecânico,00 ‐‐ 05,FAP4830,WOE223,,FCI1736,,AKX1500,AKX1500/C,B
BMW,M3,(E36 ‐ Cabrio / Evolution) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 00,FAP4830,WEO0522,,FCI1737,,AKX3517,,B
BMW,M3,(E36 ‐ Cabrio) ‐ gasolina ‐ mecânico,94 ‐‐ 95,FAP4830,WOE223,,FCI1732,,AKX3517,,D
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
BMW,M3,Bi Turbo ‐ (Sedan) ‐ gasolina ‐ automático,2015 ‐‐>,FAP2422‐2,WOE236,,,,AKX1541F,AKX1541/CF,F
BMW,M3 328i,(Sport / GT) ‐ gasolina ‐ automático,2014 ‐‐>,FAP9066,WOE221,TFW221,,,AKX1541F,AKX1541/CF,F
BMW,M3 335i,(F20 / F21 ‐ Sport) ‐ gasolina ‐ automático,2014 ‐‐>,FAP9068,WOE221,TFW221,,,,,
BMW,M4,Bi Turbo ‐ (Cabriolet / Coupe) ‐ gasolina ‐ automático,2015 ‐‐>,FAP2422‐2,WOE236,,,,AKX1541F,AKX1541/CF,F
BMW,M5,(E34 ‐ Sedã) ‐ gasolina ‐ mecânico,92 ‐‐ 96,FAP4828,WEO0517,,FCI1105A,,AKX35102,,D
BMW,M5,(E34) ‐ gasolina ‐ automático / mecânico,88 ‐‐ 92,FAP4828,WEO0517,,FCI1105A,,AKX35102,,D
BMW,M5,(E60 / E61 ‐ Sedã) ‐ gasolina ‐ mecânico,05 ‐‐10,FAP4821,WOE402,,,,AKX1550,AKX1550/C,B
BMW,M6,(E63 / E64 ‐ Cabrio / Coupé) ‐ gasolina ‐ manual,06 ‐‐ 10,FAP4821,WOE402,,,,AKX1550,AKX1550/C,B
BMW,M6,(F12 / F13 ‐ Coupé) ‐ gasolina ‐ automático,2013 ‐‐>,FAP2422‐2,,,,,AKX1570‐2,,E
BMW,Série 1,116i Bi Turbo ‐ (F20 / F21) ‐ gasolina ‐ automático,2012 ‐‐>,FAP9066,WOE231,,,,AKX1541F,AKX1541/CF,F
BMW,Série 1,118i ‐ (E81 / E87 ‐ Sport Edition / Top Hatch) ‐ gasolina ‐ automático,2009 ‐‐>,WR363,WOE211,,,,AKX1540,AKX1540/C,B
BMW,Série 1,118i Turbo ‐ (F20 / F21 ‐ Full / Urban Line / Sport GP) ‐ gasolina ‐ automático,12 ‐‐ 14,FAP9066,WOE231,,,,AKX1541F,AKX1541/CF,F
BMW,Série 1,120i ‐ (E87 ‐ Cabriolet / Hatch / Top Hatch) ‐ gasolina ‐ automático / mecânico,05 ‐‐ 09,WR363,WOE211,,,,AKX1540,AKX1540/C,B
BMW,Série 1,120iA ‐ (E81 / E87 ‐ Cabrio) ‐ gasolina ‐ automático / mecânico,2009 ‐‐>,WR363,WOE211,,,,AKX1540,AKX1540/C,B
BMW,Série 1,120iA flex ‐ (Sport / Sport GP) ‐ automático,14 ‐‐ 16,FAP9066,WOE231,,,,AKX1541F,AKX1541/CF,F
BMW,Série 1,120iA flex ‐ (Sport / Sport GP) ‐ automático,2016 ‐‐>,FAP9301,WOE237,,,,AKX1541F,AKX1541/CF,F
BMW,Série 1,130i ‐ (Sport Hatch) ‐ gasolina ‐ automático / mecânico,2006 ‐‐>,WR364,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,Série 1,135i ‐ (E82 / E88 ‐ Coupé / Sauber Coupé) ‐ gasolina ‐ automático / mecânico,2007 ‐‐>,FAP2415,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,Série 1,M140i,2016 ‐‐>,FAP9301,WOE259,,,,AKX1541F,AKX1541/CF,F
BMW,Série 3,316i ‐ (E30 ‐ Compact Hatch / Sedã) ‐ gasolina ‐ mecânico,86 ‐‐ 90,FAP4817,WOE523,,FCI1105A,,,,
BMW,Série 3,316i ‐ (E30 / E36 ‐ Compact Hatch / Sedã) ‐ gasolina ‐ mecânico,90 ‐‐ 94,FAP4817,WOE523,,FCI1731,,AKX3517,,D
BMW,Série 3,316i ‐ (E36 ‐ Compact Hatch / Sedã) ‐ gasolina ‐ mecânico,94 ‐‐ 95,FAP4817,WOE523,,FCI1732,,AKX3517,,D
BMW,Série 3,316i ‐ (E36 ‐ Compact Hatch / Sedã) ‐ gasolina ‐ mecânico,95 ‐‐ 99,FAP3256,WOE230,,FCI1732,,AKX3517,,D
BMW,Série 3,316i ‐ (Sedã) ‐ gasolina ‐ automático,14 ‐‐ 15,FAP9066,WOE231,,,,AKX1541F,AKX1541/CF,F
BMW,Série 3,318i ‐ (E30 ‐ Cabrio / Touring) ‐ gasolina ‐ mecânico,85 ‐‐ 90,FAP4817,WOE523,,FCI1105A,,,,
BMW,Série 3,318i ‐ (E30 ‐ Cabrio / Touring) ‐ gasolina ‐ mecânico,90 ‐‐ 91,FAP4817,WOE523,,FCI1731,,,,
BMW,Série 3,318i ‐ (E36 ‐ Cabrio / Touring / Compact / Sedã) ‐ gasolina ‐ automático / mecânico,84 ‐‐ 95,FAP4817,WOE523,,FCI1732,,AKX3517,,D
BMW,Série 3,318i ‐ (E36 ‐ Cabrio / Touring / Compact / Sedã) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 99,FAP3256,WOE230,,FCI1732,,AKX3517,,D
BMW,Série 3,318iA ‐ (F30 / F31) ‐ gasolina ‐ automático / mecânico,11 ‐‐ 12,WR363,WOE211,,,,AKX1540,AKX1540/C,B
BMW,Série 3,318iS ‐ (E30 / E36 ‐ Coupé) ‐ gasolina ‐ mecânico,92 ‐‐ 94,FAP4817,WOE523,,FCI1731,,AKX3517,,D
BMW,Série 3,318iS ‐ (E36 ‐ Coupé / Sport / Sedã) ‐ gasolina ‐ mecânico,94 ‐‐ 98,FAP3256,WOE230,,FCI1732,,AKX3517,,D
BMW,Série 3,318Ti ‐ (E36 ‐ Compact Top) ‐ gasolina ‐ automático / mecânico,1995,FAP4817,WOE523,,FCI1732,,AKX3517,,D
BMW,Série 3,318Ti ‐ (E36 ‐ Compact Top) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 99,FAP3256,WOE230,,FCI1732,,AKX3517,,D
BMW,Série 3,320Ci ‐ (E46) ‐ gasolina ‐ mecânico,01 ‐‐ 05,FAP4830,WOE220,TFW220,FCI1734,,AKX1500,AKX1500/C,B
BMW,Série 3,320Ci ‐ (E46) ‐ gasolina ‐ mecânico,98 ‐‐ 01,FAP4830,WOE220,TFW220,FCI1732,,AKX1500,AKX1500/C,B
BMW,Série 3,320i ‐ (E30 ‐ Cabrio / Touring) ‐ gasolina ‐ automático / mecânico,85 ‐‐ 93,FAP4817,WO370,WUNI0002,FCI1105A,,,,
BMW,Série 3,320i ‐ (E36 ‐ Coupé / GP / Sedã / Modern) ‐ gasolina ‐ automático / mecânico,90 ‐‐ 94,FAP4830,WEO0522,,FCI1105A,,AKX3517,,D
BMW,Série 3,320i ‐ (E36) ‐ gasolina ‐ mecânico,94 ‐‐ 96,FAP4830,WEO0522,,FCI1732,,AKX3517,,D
BMW,Série 3,320i ‐ (E36) ‐ gasolina ‐ mecânico,96 ‐‐ 99,FAP4830,WOE220,TFW220,FCI1732,,AKX3517,,D
BMW,Série 3,320i Flex ‐ (M Sport ) ‐ automático,2021 ‐‐>,FAP2421,WOE247,,,,,AKX1594/CF,B
BMW,Série 3,320i Turbo Active flex ‐ (F30 / F31 ‐ GP / Sport GP / Modern) ‐ automático,2014 ‐‐>,FAP9066,WOE224,,FCI1741,,AKX1541F,AKX1541/CF,F
BMW,Série 3,320iA ‐ (E90 / E91 ‐ Coupé / GP / Sedã / Modern) ‐ gasolina ‐ automático,2005 ‐‐>,WR363,WOE211,,,,AKX1540,AKX1540/C,B
BMW,Série 3,320iA Turbo ‐ (F30 / F31 ‐ GP / Sport GP / Modern) ‐ gasolina ‐ automático,2012 ‐‐>,FAP9066,WOE224,,,,AKX1541F,AKX1541/CF,F
BMW,Série 3,323i ‐ (E36 ‐ Comfort / Coupé / Sedã / Sport / Top) ‐ gasolina ‐ automático / mecânico,95 ‐‐ 99,FAP4830,WOE220,TFW220,FCI1732,,AKX3517,,D
BMW,Série 3,325Ci ‐ (E46 ‐ Coupé) ‐ gasolina ‐ automático,01 ‐‐ 07,FAP4830,WOE220,TFW220,FCI1734,,AKX1500,AKX1500/C,B
BMW,Série 3,325Ci ‐ (E46) ‐ gasolina,00 ‐‐ 01,FAP4830,WOE220,TFW220,FCI1732,,AKX1500,AKX1500/C,B
BMW,Série 3,325i ‐ (E30 ‐ Cabrio / Coupé / Security / Sedã / Touring) ‐ gasolina ‐ automático / Mecânic,87 ‐‐ 93,FAP4817,WO370,WUNI0002,FCI1105A,,,,
BMW,Série 3,325i ‐ (E36) ‐ gasolina ‐ automático / mecânico,90 ‐‐ 99,FAP4830,WEO0522,,FCI1105A,,AKX3517,,D
BMW,Série 3,325iA ‐ (E90 ‐ Protection / Coupé / Touring) ‐ gasolina ‐ automático,2005 ‐‐>,WR364,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,Série 3,328Ci ‐ (E46) ‐ gasolina ‐ mecânico,98 ‐‐ 99,FAP4830,WOE220,TFW220,FCI1732,,AKX1500,AKX1500/C,B
BMW,Série 3,328i ‐ (E36 ‐ Exclusive / Touring / Sport) ‐ gasolina ‐ automático,1995,FAP4830,WEO0522,,FCI1732,,AKX3517,,D
BMW,Série 3,328i ‐ (E36 ‐ Exclusive / Touring / Sport) ‐ gasolina ‐ automático,96 ‐‐ 98,FAP4830,WOE220,TFW220,FCI1732,,AKX3517,,D
BMW,Série 3,328i Turbo Active flex ‐ (F30 / F31 ‐ Sport GP) ‐ automático,2014 ‐‐>,FAP9066,WOE224,,FCI1741,,AKX1541F,AKX1541/CF,F
BMW,Série 3,328iA ‐ (F30 / F31 ‐ Exclusive / Touring / Sport / Plus / Modern) ‐ gasolina ‐ automático,12 ‐‐ 13,FAP9066,WOE232,,,,AKX1541F,AKX1541/CF,F
BMW,Série 3,328iA ‐ (F30 / F31 ‐ Exclusive / Touring / Sport / Plus / Modern) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9066,WOE224,,,,AKX1541F,AKX1541/CF,F
BMW,Série 3,330Ci ‐ (E46 ‐ Cabrio / Esclusive / Sedã / Security / Sport / Top) ‐ gasolina ‐ automático,00 ‐‐ 07,FAP4830,WOE220,TFW220,FCI1734,,AKX1500,AKX1500/C,B
BMW,Série 3,330i ‐ (E90 ‐ Cabrio / Esclusive / Sedã / Security / Sport / Top) ‐ gasolina ‐ automático,00 ‐‐ 07,FAP4830,WOE220,TFW220,FCI1734,,AKX1500,AKX1500/C,B
BMW,Série 3,330i ‐ (E90 ‐ Cabrio / Esclusive / Sedã / Security / Sport / Top) ‐ gasolina ‐ automático,05 ‐‐ 07,WR364,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,Série 3,335i ‐ (E90 ‐ Cabriolet / Sport / Coupé / Sedã / Top) ‐ gasolina ‐ automático,2007 ‐‐>,FAP2415,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,Série 6,640i ‐ (F06CG ‐ Grand Coupé) ‐ gasolina ‐ automático,2013 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1570‐2,,E
BMW,Série 6,645Ci ‐ (E63 / E64 ‐ Cabrio / Coupé) ‐ gasolina ‐ automático / mecânico,03 ‐‐ 05,FAP9043,WOE214,,,,AKX1550,AKX1550/C,B
BMW,Série 6,650Ci ‐ (E63 / E64 ‐ Cabrio) ‐ gasolina ‐ automático / mecânico,06 ‐‐11,FAP9043,WOE241,,,,AKX1550,AKX1550/C,B
BMW,Série i i3,Rex E Drive,2016 ‐‐>,FAP2418,JFO0B00,,,,AKX1593F‐2,AKX1593/CF‐2,F
BMW,Série i i8,E Drive,2016 ‐‐>,FAP2418,,,,,,,
BMW,X1,sDrive 20i GP,2018 ‐‐>,FAP9298,WOE238,,,,AKX1593F‐2,AKX1593/CF‐2,
BMW,X1 18i,(E84 ‐ S Drive /GP / Top) ‐ gasolina ‐ automático,10 ‐‐ 14,WR363,WOE211,,FCI1741,,AKX1540,AKX1540/C,B
BMW,X1 20i,Active flex Turbo ‐ (F48 ‐ S Drive /GP / Top) ‐ automático,2016 ‐‐>,FAP9298,WOE226,,,,AKX1593F‐2,AKX1593/CF‐2,F
BMW,X1 20i,Turbo ‐ (E84 ‐ S Drive /GP / Top) ‐ gasolina ‐ automático,11 ‐‐ 12,FAP9285,WOE232,,,,AKX1540,AKX1540/C,B
BMW,X1 20i,Turbo ‐ (E84 ‐ S Drive /GP / Top) ‐ gasolina ‐ automático,12 ‐‐ 15,FAP9285,WOE224,,FCI1741,,AKX1540,AKX1540/C,B
BMW,X1 25i,Active flex Turbo ‐ (F48 ‐ S Drive /GP / Top) ‐ automático,2016 ‐‐>,FAP9298,WOE226,,,,AKX1593F‐2,AKX1593/CF‐2,F
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
BMW,X1 28i,(E84 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2010 ‐‐ >,WR364,WOE221,TFW221,FCI1741,,AKX1540,AKX1540/C,B
BMW,X1 28i,(E84 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2012 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,X1 28i,Active flex ‐ (Xdrive 4x4 / Sport) ‐ automático,14 ‐‐ 15,FAP4819,WOE221,TFW221,,,AKX1540,AKX1540/C,B
BMW,X2,18i Active Flex ‐ (S‐Drive / GP) ‐ automático,2019 ‐‐>,FAP9298,WOE238,,,,AKX1593F‐2,AKX1593/CF‐2,
BMW,X2,sDrive 20i GP,2018 ‐‐>,FAP9298,WOE238,,,,AKX1593F‐2,AKX1593/CF‐2,
BMW,X3,(E83 ‐ Family / Sport 4x4) ‐ gasolina ‐ automático,03 ‐‐ 06,FAP4830,WOE220,TFW220,,,AKX1500,AKX1500/C,B
BMW,X3,(E83 ‐ Family / Sport 4x4) ‐ gasolina ‐ automático,04 ‐‐ 07,FAP4830,WOE220,TFW220,,,AKX1500,AKX1500/C,B
BMW,X3,(E83 ‐ Family / Sport 4x4) ‐ gasolina ‐ automático,06 ‐‐ 10,FAP9031,WOE221,TFW221,,,AKX1500,AKX1500/C,B
BMW,X3,(E83 ‐ Family / Sport 4x4) ‐ gasolina ‐ automático,2007 ‐‐>,FAP9031,WOE221,TFW221,,,AKX1500,AKX1500/C,B
BMW,X3 20i,Bi Turbo ‐ (F25 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,12 ‐‐ 13,FAP9067,WOE233,,,,AKX1591F‐2,AKX1580/C‐2,A
BMW,X3 20i,Bi Turbo ‐ (F25 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2013 ‐‐>,FAP9067,WOE221,TFW221,,,AKX1591F‐2,,A
BMW,X3 28i,(F25 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,11 ‐‐ 12,FAP9067,WOE221,TFW221,,,AKX1591F‐2,AKX1580/C‐2,A
BMW,X3 28i,Turbo ‐ (F25 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,13 ‐‐ 15,FAP9067,WOE221,TFW221,,,AKX1591F‐2,,
BMW,X3 30i,(XDrive / X‐Line) ‐ gasolina / automático,2018 ‐‐>,FAP2419,WOE237,,FCI1741,,AKX1594/CF,,E
BMW,X3 35i,Bi Turbo ‐ (F25 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4819,WOE221,TFW221,FCI1741,,AKX1591F‐2,AKX1580/C‐2,A
BMW,X4 28i,Turbo ‐ (F26 ‐ Xdrive / Xline) ‐ gasolina ‐ automático,2015 ‐‐>,FAP9067,WOE224,,,,AKX1591F‐2,AKX1580/C‐2,A
BMW,X4 35i,Bi Turbo ‐ (Sport / Xdrive 4x4) ‐ gasolina ‐ automático,2015 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1591F‐2,AKX1580/C‐2,A
BMW,X5,(E53 ‐ Security / Sport) ‐ gasolina ‐ automático,00 ‐‐ 03,FAP4813,WOE240,,,,AKX1422,AKX1422/C,B
BMW,X5,(E53 ‐ Security / Sport) ‐ gasolina ‐ automático,03 ‐‐ 06,FAP4813,WOE214,,FCI1567,,AKX1422,AKX1422/C,B
BMW,X5,(E70 ‐ Security / Sport) ‐ gasolina ‐ automático,07 ‐‐ 10,FAP9281‐2,WOE241,,,,AKX1560‐2,AKX1560/C,B
BMW,X5,(E70) ‐ gasolina ‐ automático,06 ‐‐ 10,FAP4815,WOE221,TFW221,,,AKX1560‐2,AKX1560/C,B
BMW,X5,(E70) ‐ gasolina ‐ automático,06 ‐‐ 10,FAP4815,WOE221,TFW221,,,AKX1512F,,
BMW,X5,(E83) ‐ gasolina ‐ automático,00 ‐‐ 06,FAP4820,WOE220,TFW220,FCI1733,,AKX1422,AKX1422/C,B
BMW,X5,Xdrive 45e ‐ (M Sport / Híbrido) ‐ automático,2020 ‐‐>,FAP2419,WOE259,,,,,AKX1595/CF‐2,
BMW,X5 30d,(Full / Xdrive 4x4) ‐ diesel ‐ automático,2015 ‐‐>,FAP2417,WOE216,,FCI1742,,AKX1560‐2,AKX1560/C,B
BMW,X5 35i,Bi Turbo ‐ (E70 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1560‐2,AKX1560/C,B
BMW,X5 50d,(Full / Xdrive 4x4) ‐ diesel ‐ automático,2015 ‐‐>,FAP2417,WOE215,,FCI1742,,AKX1560‐2,AKX1560/C,B
BMW,X5 50i,Bi Turbo ‐ (E70 ‐ Xdrive 4x4 / Security / Sport) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9282‐2,WOE251,,,,AKX1560‐2,AKX1560/C,B
BMW,X5 50i,Bi Turbo ‐ (E70 ‐ Xdrive 4x4 / Security / Sport) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9282‐2,WOE251,,,,AKX1512F,,
BMW,X5 50i,Bi Turbo ‐ (Xdrive 4x4 / Endurance / Experience) ‐ gasolina ‐ automático,2014 ‐‐>,JFA0999‐2,WOE251,,,,AKX1560‐2,AKX1560/C,B
BMW,X5 M,Bi Turbo ‐ (E70) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9293‐2,WOE251,,,,AKX1560‐2,AKX1560/C,B
BMW,X5 M,Bi Turbo ‐ (E70) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9293‐2,WOE251,,,,AKX1512F,,
BMW,X5 M50d,(F85) ‐ gasolina / automático,13 ‐‐ 18,JFA0890‐2,,,,,,,
BMW,X6 35i,Bi Turbo ‐ (E71 ‐ Coupé) ‐ gasolina ‐ automático,2008 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1560‐2,AKX1560/C,B
BMW,X6 35i,Bi Turbo ‐ (E71 ‐ Coupé) ‐ gasolina ‐ automático,2008 ‐‐>,FAP4819,WOE221,TFW221,,,AKX1512F,,
BMW,X6 50i,Bi Turbo ‐ (E70 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2008 ‐‐>,FAP9282‐2,WOE251,,,,AKX1512F,,
BMW,X6 50i,Bi Turbo ‐ (E70 ‐ Xdrive 4x4) ‐ gasolina ‐ automático,2014 ‐‐>,JFA0999‐2,WOE251,,,,AKX1560‐2,AKX1560/C,B
BMW,X6 M,Bi Turbo ‐ (E70 ‐ Coupé) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9293‐2,WOE251,,,,AKX1560‐2,AKX1560/C,B
BMW,X6 M,Bi Turbo ‐ (E70 ‐ Coupé) ‐ gasolina ‐ automático,2010 ‐‐>,FAP9293‐2,WOE251,,,,AKX1512F,,
